Время от начала полета (секунды),Высота над уровнем моря (метры),Масса корабля (тонны),Тангаж / угол наклона (градусы),Орбитальная скорость (м/с),Скорость относительно поверхности (м/с),Общая скорость (м/с),Апогейное расстояние (метры)
376.89,150246.1,7737.88,4.0,1726.3,0.0,0.0,153284.4
377.00,150257.9,7737.88,4.0,1726.3,0.0,0.0,153284.4
377.10,150269.8,7737.88,3.9,1726.2,0.0,0.0,153284.4
377.20,150281.6,7737.88,3.9,1726.2,0.0,0.0,153284.4
377.31,150293.4,7737.88,3.9,1726.2,0.0,0.0,153284.4
377.41,150307.5,7737.88,3.9,1726.1,0.0,0.0,153284.4
377.51,150316.9,7737.88,3.9,1726.1,0.0,0.0,153284.4
377.61,150330.9,7737.88,3.9,1726.0,0.0,0.0,153284.4
377.72,150345.0,7737.88,3.9,1726.0,0.0,0.0,153284.4
377.82,150356.6,7737.88,3.9,1725.9,0.0,0.0,153284.4
377.93,150368.3,7737.88,3.9,1725.9,0.0,0.0,153284.4
378.04,150379.9,7737.88,3.9,1725.8,0.0,0.0,153284.4
378.14,150391.5,7737.88,3.9,1725.8,0.0,0.0,153284.4
378.25,150405.4,7737.88,3.9,1725.8,0.0,0.0,153284.4
378.35,150416.9,7737.88,3.9,1725.7,0.0,0.0,153284.4
378.46,150430.7,7737.88,3.8,1725.7,0.0,0.0,153284.4
378.57,150442.2,7737.88,3.8,1725.6,0.0,0.0,153284.4
378.68,150453.7,7737.88,3.8,1725.6,0.0,0.0,153284.4
378.79,150467.4,7737.88,3.8,1725.5,0.0,0.0,153284.4
378.89,150478.9,7737.88,3.8,1725.5,0.0,0.0,153284.4
378.99,150490.3,7737.88,3.8,1725.4,0.0,0.0,153284.4
379.10,150503.9,7737.88,3.8,1725.4,0.0,0.0,153284.4
379.21,150515.2,7737.88,3.8,1725.4,0.0,0.0,153284.4
379.31,150526.6,7737.88,3.8,1725.3,0.0,0.0,153284.4
379.41,150537.9,7737.88,3.8,1725.3,0.0,0.0,153284.4
379.52,150549.1,7737.88,3.8,1725.2,0.0,0.0,153284.4
379.62,150560.4,7737.88,3.8,1725.2,0.0,0.0,153284.4
379.72,150571.6,7737.88,3.7,1725.2,0.0,0.0,153284.4
379.83,150585.1,7737.88,3.7,1725.1,0.0,0.0,153284.4
379.94,150596.2,7737.88,3.7,1725.1,0.0,0.0,153284.4
380.05,150609.6,7737.88,3.7,1725.0,0.0,0.0,153284.4
380.15,150620.8,7737.88,3.7,1725.0,0.0,0.0,153284.4
380.25,150634.1,7737.88,3.7,1724.9,0.0,0.0,153284.4
380.36,150645.2,7737.88,3.7,1724.9,0.0,0.0,153284.4
380.47,150656.2,7737.88,3.7,1724.8,0.0,0.0,153284.4
380.57,150667.2,7737.88,3.7,1724.8,0.0,0.0,153284.4
380.68,150678.2,7737.88,3.7,1724.8,0.0,0.0,153284.4
380.78,150691.4,7737.88,3.7,1724.7,0.0,0.0,153284.4
380.88,150700.2,7737.88,3.7,1724.7,0.0,0.0,153284.4
380.99,150713.3,7737.88,3.7,1724.6,0.0,0.0,153284.4
381.09,150724.2,7737.88,3.6,1724.6,0.0,0.0,153284.4
381.20,150735.1,7737.88,3.6,1724.6,0.0,0.0,153284.4
381.30,150746.0,7737.88,3.6,1724.5,0.0,0.0,153284.4
381.41,150759.0,7737.88,3.6,1724.5,0.0,0.0,153284.4
381.51,150769.8,7737.88,3.6,1724.4,0.0,0.0,153284.4
381.62,150780.6,7737.88,3.6,1724.4,0.0,0.0,153284.4
381.72,150791.3,7737.88,3.6,1724.4,0.0,0.0,153284.4
381.82,150802.1,7737.88,3.6,1724.3,0.0,0.0,153284.4
381.93,150814.9,7737.88,3.6,1724.3,0.0,0.0,153284.4
382.04,150825.6,7737.88,3.6,1724.2,0.0,0.0,153284.4
382.14,150838.4,7737.88,3.6,1724.2,0.0,0.0,153284.4
382.25,150849.1,7737.88,3.6,1724.1,0.0,0.0,153284.4
382.35,150859.7,7737.88,3.5,1724.1,0.0,0.0,153284.4
382.45,150870.3,7737.88,3.5,1724.1,0.0,0.0,153284.4
382.55,150880.8,7737.88,3.5,1724.0,0.0,0.0,153284.4
382.66,150893.5,7737.88,3.5,1724.0,0.0,0.0,153284.4
382.76,150904.0,7737.88,3.5,1723.9,0.0,0.0,153284.4
382.87,150914.5,7737.88,3.5,1723.9,0.0,0.0,153284.4
382.98,150925.0,7737.88,3.5,1723.9,0.0,0.0,153284.4
383.08,150937.5,7737.88,3.5,1723.8,0.0,0.0,153284.4
383.19,150947.9,7737.88,3.5,1723.8,0.0,0.0,153284.4
383.29,150958.3,7737.88,3.5,1723.7,0.0,0.0,153284.4
383.40,150968.7,7737.88,3.5,1723.7,0.0,0.0,153284.4
383.51,150981.1,7737.88,3.5,1723.7,0.0,0.0,153284.4
383.61,150991.4,7737.88,3.5,1723.6,0.0,0.0,153284.4
383.72,151001.7,7737.88,3.4,1723.6,0.0,0.0,153284.4
383.82,151012.0,7737.88,3.4,1723.6,0.0,0.0,153284.4
383.93,151024.3,7737.88,3.4,1723.5,0.0,0.0,153284.4
384.03,151034.6,7737.88,3.4,1723.5,0.0,0.0,153284.4
384.13,151044.8,7737.88,3.4,1723.4,0.0,0.0,153284.4
384.24,151054.9,7737.88,3.4,1723.4,0.0,0.0,153284.4
384.34,151065.1,7737.88,3.4,1723.4,0.0,0.0,153284.4
384.44,151077.3,7737.88,3.4,1723.3,0.0,0.0,153284.4
384.55,151087.4,7737.88,3.4,1723.3,0.0,0.0,153284.4
384.66,151099.5,7737.88,3.4,1723.2,0.0,0.0,153284.4
384.76,151109.5,7737.88,3.4,1723.2,0.0,0.0,153284.4
384.87,151119.5,7737.88,3.4,1723.2,0.0,0.0,153284.4
384.97,151129.5,7737.88,3.3,1723.1,0.0,0.0,153284.4
385.07,151139.5,7737.88,3.3,1723.1,0.0,0.0,153284.4
385.18,151151.5,7737.88,3.3,1723.0,0.0,0.0,153284.4
385.29,151159.4,7737.88,3.3,1723.0,0.0,0.0,153284.4
385.39,151171.3,7737.88,3.3,1723.0,0.0,0.0,153284.4
385.49,151181.2,7737.88,3.3,1722.9,0.0,0.0,153284.4
385.60,151191.1,7737.88,3.3,1722.9,0.0,0.0,153284.4
385.70,151200.9,7737.88,3.3,1722.9,0.0,0.0,153284.4
385.81,151212.7,7737.88,3.3,1722.8,0.0,0.0,153284.4
385.91,151222.5,7737.88,3.3,1722.8,0.0,0.0,153284.4
386.01,151232.3,7737.88,3.3,1722.8,0.0,0.0,153284.4
386.11,151242.0,7737.88,3.3,1722.7,0.0,0.0,153284.4
386.22,151251.7,7737.88,3.3,1722.7,0.0,0.0,153284.4
386.33,151263.4,7737.88,3.2,1722.6,0.0,0.0,153284.4
386.44,151273.0,7737.88,3.2,1722.6,0.0,0.0,153284.4
386.54,151282.7,7737.88,3.2,1722.6,0.0,0.0,153284.4
386.65,151294.2,7737.88,3.2,1722.5,0.0,0.0,153284.4
386.75,151303.8,7737.88,3.2,1722.5,0.0,0.0,153284.4
386.86,151315.3,7737.88,3.2,1722.4,0.0,0.0,153284.4
386.96,151324.8,7737.88,3.2,1722.4,0.0,0.0,153284.4
387.07,151334.4,7737.88,3.2,1722.4,0.0,0.0,153284.4
387.18,151343.9,7737.88,3.2,1722.3,0.0,0.0,153284.4
387.28,151355.2,7737.88,3.2,1722.3,0.0,0.0,153284.4
387.39,151364.7,7737.88,3.2,1722.3,0.0,0.0,153284.4
387.50,151374.1,7737.88,3.2,1722.2,0.0,0.0,153284.4
387.60,151383.5,7737.88,3.1,1722.2,0.0,0.0,153284.4
387.71,151394.7,7737.88,3.1,1722.2,0.0,0.0,153284.4
387.82,151404.1,7737.88,3.1,1722.1,0.0,0.0,153284.4
387.92,151413.4,7737.88,3.1,1722.1,0.0,0.0,153284.4
388.02,151422.7,7737.88,3.1,1722.1,0.0,0.0,153284.4
388.13,151433.9,7737.88,3.1,1722.0,0.0,0.0,153284.4
388.23,151443.1,7737.88,3.1,1722.0,0.0,0.0,153284.4
388.34,151452.3,7737.88,3.1,1722.0,0.0,0.0,153284.4
388.44,151463.4,7737.88,3.1,1721.9,0.0,0.0,153284.4
388.54,151472.6,7737.88,3.1,1721.9,0.0,0.0,153284.4
388.65,151481.7,7737.88,3.1,1721.8,0.0,0.0,153284.4
388.76,151492.7,7737.88,3.1,1721.8,0.0,0.0,153284.4
388.87,151501.8,7737.88,3.0,1721.8,0.0,0.0,153284.4
388.97,151510.9,7737.88,3.0,1721.7,0.0,0.0,153284.4
389.07,151519.9,7737.88,3.0,1721.7,0.0,0.0,153284.4
389.18,151528.9,7737.88,3.0,1721.7,0.0,0.0,153284.4
389.28,151539.8,7737.88,3.0,1721.6,0.0,0.0,153284.4
389.39,151548.7,7737.88,3.0,1721.6,0.0,0.0,153284.4
389.49,151557.7,7737.88,3.0,1721.6,0.0,0.0,153284.4
389.60,151566.6,7737.88,3.0,1721.5,0.0,0.0,153284.4
389.71,151575.6,7737.88,3.0,1721.5,0.0,0.0,153284.4
389.81,151586.2,7737.88,3.0,1721.5,0.0,0.0,153284.4
389.91,151595.1,7737.88,3.0,1721.4,0.0,0.0,153284.4
390.02,151603.9,7737.88,3.0,1721.4,0.0,0.0,153284.4
390.12,151612.7,7737.88,3.0,1721.4,0.0,0.0,153284.4
390.22,151621.5,7737.88,2.9,1721.3,0.0,0.0,153284.4
390.33,151632.1,7737.88,2.9,1721.3,0.0,0.0,153284.4
390.44,151640.8,7737.88,2.9,1721.3,0.0,0.0,153284.4
390.55,151651.3,7737.88,2.9,1721.2,0.0,0.0,153284.4
390.65,151659.9,7737.88,2.9,1721.2,0.0,0.0,153284.4
390.75,151668.6,7737.88,2.9,1721.2,0.0,0.0,153284.4
390.85,151677.3,7737.88,2.9,1721.1,0.0,0.0,153284.4
390.96,151685.9,7737.88,2.9,1721.1,0.0,0.0,153284.4
391.06,151696.2,7737.88,2.9,1721.1,0.0,0.0,153284.4
391.16,151703.0,7737.88,2.9,1721.0,0.0,0.0,153284.4
391.27,151713.3,7737.88,2.9,1721.0,0.0,0.0,153284.4
391.37,151721.8,7737.88,2.9,1721.0,0.0,0.0,153284.4
391.48,151730.3,7737.88,2.8,1720.9,0.0,0.0,153284.4
391.59,151740.5,7737.88,2.8,1720.9,0.0,0.0,153284.4
391.70,151749.0,7737.88,2.8,1720.9,0.0,0.0,153284.4
391.80,151757.4,7737.88,2.8,1720.8,0.0,0.0,153284.4
391.90,151765.8,7737.88,2.8,1720.8,0.0,0.0,153284.4
392.01,151775.8,7737.88,2.8,1720.8,0.0,0.0,153284.4
392.12,151784.2,7737.88,2.8,1720.7,0.0,0.0,153284.4
392.22,151792.5,7737.88,2.8,1720.7,0.0,0.0,153284.4
392.32,151800.8,7737.88,2.8,1720.7,0.0,0.0,153284.4
392.42,151810.8,7737.88,2.8,1720.7,0.0,0.0,153284.4
392.52,151819.0,7737.88,2.8,1720.6,0.0,0.0,153284.4
392.63,151827.2,7737.88,2.8,1720.6,0.0,0.0,153284.4
392.73,151835.5,7737.88,2.8,1720.6,0.0,0.0,153284.4
392.84,151843.6,7737.88,2.7,1720.5,0.0,0.0,153284.4
392.94,151853.4,7737.88,2.7,1720.5,0.0,0.0,153284.4
393.05,151861.6,7737.88,2.7,1720.5,0.0,0.0,153284.4
393.15,151869.7,7737.88,2.7,1720.4,0.0,0.0,153284.4
393.26,151877.8,7737.88,2.7,1720.4,0.0,0.0,153284.4
393.36,151887.4,7737.88,2.7,1720.4,0.0,0.0,153284.4
393.47,151895.5,7737.88,2.7,1720.3,0.0,0.0,153284.4
393.58,151905.1,7737.88,2.7,1720.3,0.0,0.0,153284.4
393.68,151913.1,7737.88,2.7,1720.3,0.0,0.0,153284.4
393.79,151919.4,7737.88,2.7,1720.3,0.0,0.0,153284.4
393.89,151929.0,7737.88,2.7,1720.2,0.0,0.0,153284.4
394.00,151936.9,7737.88,2.7,1720.2,0.0,0.0,153284.4
394.11,151944.8,7737.88,2.6,1720.2,0.0,0.0,153284.4
394.21,151954.2,7737.88,2.6,1720.1,0.0,0.0,153284.4
394.32,151962.1,7737.88,2.6,1720.1,0.0,0.0,153284.4
394.42,151971.4,7737.88,2.6,1720.1,0.0,0.0,153284.4
394.53,151979.2,7737.88,2.6,1720.0,0.0,0.0,153284.4
394.63,151987.0,7737.88,2.6,1720.0,0.0,0.0,153284.4
394.73,151994.7,7737.88,2.6,1720.0,0.0,0.0,153284.4
394.83,152002.5,7737.88,2.6,1720.0,0.0,0.0,153284.4
394.94,152011.7,7737.88,2.6,1719.9,0.0,0.0,153284.4
395.05,152019.4,7737.88,2.6,1719.9,0.0,0.0,153284.4
395.15,152027.0,7737.88,2.6,1719.9,0.0,0.0,153284.4
395.26,152036.2,7737.88,2.6,1719.8,0.0,0.0,153284.4
395.37,152043.8,7737.88,2.5,1719.8,0.0,0.0,153284.4
395.47,152051.3,7737.88,2.5,1719.8,0.0,0.0,153284.4
395.58,152058.9,7737.88,2.5,1719.8,0.0,0.0,153284.4
395.68,152066.4,7737.88,2.5,1719.7,0.0,0.0,153284.4
395.78,152075.4,7737.88,2.5,1719.7,0.0,0.0,153284.4
395.89,152082.9,7737.88,2.5,1719.7,0.0,0.0,153284.4
396.00,152090.3,7737.88,2.5,1719.6,0.0,0.0,153284.4
396.10,152097.8,7737.88,2.5,1719.6,0.0,0.0,153284.4
396.21,152105.2,7737.88,2.5,1719.6,0.0,0.0,153284.4
396.31,152114.0,7737.88,2.5,1719.6,0.0,0.0,153284.4
396.41,152121.4,7737.88,2.5,1719.5,0.0,0.0,153284.4
396.52,152128.7,7737.88,2.5,1719.5,0.0,0.0,153284.4
396.62,152136.0,7737.88,2.5,1719.5,0.0,0.0,153284.4
396.73,152144.8,7737.88,2.4,1719.4,0.0,0.0,153284.4
396.84,152152.0,7737.88,2.4,1719.4,0.0,0.0,153284.4
396.94,152160.7,7737.88,2.4,1719.4,0.0,0.0,153284.4
397.05,152167.9,7737.88,2.4,1719.4,0.0,0.0,153284.4
397.15,152175.1,7737.88,2.4,1719.3,0.0,0.0,153284.4
397.26,152183.7,7737.88,2.4,1719.3,0.0,0.0,153284.4
397.37,152190.8,7737.88,2.4,1719.3,0.0,0.0,153284.4
397.48,152199.3,7737.88,2.4,1719.2,0.0,0.0,153284.4
397.59,152205.0,7737.88,2.4,1719.2,0.0,0.0,153284.4
397.69,152213.5,7737.88,2.4,1719.2,0.0,0.0,153284.4
397.79,152220.5,7737.88,2.4,1719.2,0.0,0.0,153284.4
397.89,152227.5,7737.88,2.4,1719.1,0.0,0.0,153284.4
398.00,152234.5,7737.88,2.3,1719.1,0.0,0.0,153284.4
398.10,152241.5,7737.88,2.3,1719.1,0.0,0.0,153284.4
398.20,152248.4,7737.88,2.3,1719.1,0.0,0.0,153284.4
398.31,152256.7,7737.88,2.3,1719.0,0.0,0.0,153284.4
398.42,152262.2,7737.88,2.3,1719.0,0.0,0.0,153284.4
398.52,152270.5,7737.88,2.3,1719.0,0.0,0.0,153284.4
398.63,152277.3,7737.88,2.3,1719.0,0.0,0.0,153284.4
398.74,152286.9,7737.88,2.3,1718.9,0.0,0.0,153284.4
398.85,152292.3,7737.88,2.3,1718.9,0.0,0.0,153284.4
398.95,152300.4,7737.88,2.3,1718.9,0.0,0.0,153284.4
399.06,152307.2,7737.88,2.3,1718.8,0.0,0.0,153284.4
399.16,152315.2,7737.88,2.3,1718.8,0.0,0.0,153284.4
399.27,152321.9,7737.88,2.2,1718.8,0.0,0.0,153284.4
399.38,152328.6,7737.88,2.2,1718.8,0.0,0.0,153284.4
399.49,152336.6,7737.88,2.2,1718.7,0.0,0.0,153284.4
399.59,152343.2,7737.88,2.2,1718.7,0.0,0.0,153284.4
399.70,152349.8,7737.88,2.2,1718.7,0.0,0.0,153284.4
399.80,152355.0,7737.88,2.2,1718.7,0.0,0.0,153284.4
399.91,152364.2,7737.88,2.2,1718.6,0.0,0.0,153284.4
400.02,152370.7,7737.88,2.2,1718.6,0.0,0.0,153284.4
400.13,152377.2,7737.88,2.2,1718.6,0.0,0.0,153284.4
400.23,152383.7,7737.88,2.2,1718.6,0.0,0.0,153284.4
400.34,152390.1,7737.88,2.2,1718.5,0.0,0.0,153284.4
400.44,152396.6,7737.88,2.2,1718.5,0.0,0.0,153284.4
400.55,152404.3,7737.88,2.2,1718.5,0.0,0.0,153284.4
400.65,152410.6,7737.88,2.1,1718.5,0.0,0.0,153284.4
400.75,152417.0,7737.88,2.1,1718.4,0.0,0.0,153284.4
400.86,152423.3,7737.88,2.1,1718.4,0.0,0.0,153284.4
400.97,152430.9,7737.88,2.1,1718.4,0.0,0.0,153284.4
401.07,152437.2,7737.88,2.1,1718.4,0.0,0.0,153284.4
401.18,152444.7,7737.88,2.1,1718.4,0.0,0.0,153284.4
401.28,152449.6,7737.88,2.1,1718.3,0.0,0.0,153284.4
401.39,152457.1,7737.88,2.1,1718.3,0.0,0.0,153284.4
401.49,152463.3,7737.88,2.1,1718.3,0.0,0.0,153284.4
401.60,152469.4,7737.88,2.1,1718.3,0.0,0.0,153284.4
401.70,152475.6,7737.88,2.1,1718.2,0.0,0.0,153284.4
401.81,152482.9,7737.88,2.1,1718.2,0.0,0.0,153284.4
401.93,152486.6,7737.88,2.0,1718.2,0.0,0.0,153284.4
402.20,152492.6,7737.88,2.0,1718.2,0.0,0.0,153284.4
402.39,152497.5,7737.88,2.0,1718.2,0.0,0.0,153284.4
402.50,152504.7,7737.88,2.0,1718.1,0.0,0.0,153284.4
402.61,152511.9,7737.88,2.0,1718.1,0.0,0.0,153284.4
402.71,152517.9,7737.88,2.0,1718.1,0.0,0.0,153284.4
402.82,152523.8,7737.88,2.0,1718.1,0.0,0.0,153284.4
402.92,152529.7,7737.88,2.0,1718.0,0.0,0.0,153284.4
403.02,152535.7,7737.88,2.0,1718.0,0.0,0.0,153284.4
403.13,152542.7,7737.88,2.0,1718.0,0.0,0.0,153284.4
403.24,152548.6,7737.88,2.0,1718.0,0.0,0.0,153284.4
403.34,152555.5,7737.88,2.0,1717.9,0.0,0.0,153284.4
403.45,152560.2,7737.88,2.0,1717.9,0.0,0.0,153284.4
403.55,152566.0,7737.88,1.9,1717.9,0.0,0.0,153284.4
403.66,152572.9,7737.88,1.9,1717.9,0.0,0.0,153284.4
403.77,152578.6,7737.88,1.9,1717.9,0.0,0.0,153284.4
403.87,152584.3,7737.88,1.9,1717.8,0.0,0.0,153284.4
403.97,152590.0,7737.88,1.9,1717.8,0.0,0.0,153284.4
404.07,152596.8,7737.88,1.9,1717.8,0.0,0.0,153284.4
404.18,152602.4,7737.88,1.9,1717.8,0.0,0.0,153284.4
404.29,152608.0,7737.88,1.9,1717.8,0.0,0.0,153284.4
404.39,152613.6,7737.88,1.9,1717.7,0.0,0.0,153284.4
404.50,152620.3,7737.88,1.9,1717.7,0.0,0.0,153284.4
404.60,152625.8,7737.88,1.9,1717.7,0.0,0.0,153284.4
404.71,152631.4,7737.88,1.9,1717.7,0.0,0.0,153284.4
404.81,152637.9,7737.88,1.8,1717.7,0.0,0.0,153284.4
404.92,152643.4,7737.88,1.8,1717.6,0.0,0.0,153284.4
405.03,152648.8,7737.88,1.8,1717.6,0.0,0.0,153284.4
405.13,152655.3,7737.88,1.8,1717.6,0.0,0.0,153284.4
405.23,152660.7,7737.88,1.8,1717.6,0.0,0.0,153284.4
405.33,152666.1,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.43,152671.4,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.54,152676.8,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.64,152682.1,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.75,152687.3,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.86,152692.6,7737.88,1.8,1717.5,0.0,0.0,153284.4
405.96,152698.8,7737.88,1.8,1717.4,0.0,0.0,153284.4
406.06,152704.0,7737.88,1.8,1717.4,0.0,0.0,153284.4
406.16,152709.2,7737.88,1.7,1717.4,0.0,0.0,153284.4
406.27,152714.4,7737.88,1.7,1717.4,0.0,0.0,153284.4
406.38,152720.5,7737.88,1.7,1717.4,0.0,0.0,153284.4
406.49,152725.6,7737.88,1.7,1717.3,0.0,0.0,153284.4
406.59,152731.7,7737.88,1.7,1717.3,0.0,0.0,153284.4
406.70,152736.8,7737.88,1.7,1717.3,0.0,0.0,153284.4
406.80,152741.8,7737.88,1.7,1717.3,0.0,0.0,153284.4
406.91,152747.8,7737.88,1.7,1717.3,0.0,0.0,153284.4
407.02,152752.8,7737.88,1.7,1717.2,0.0,0.0,153284.4
407.12,152757.7,7737.88,1.7,1717.2,0.0,0.0,153284.4
407.22,152762.7,7737.88,1.7,1717.2,0.0,0.0,153284.4
407.33,152768.5,7737.88,1.7,1717.2,0.0,0.0,153284.4
407.44,152773.4,7737.88,1.6,1717.2,0.0,0.0,153284.4
407.54,152778.3,7737.88,1.6,1717.1,0.0,0.0,153284.4
407.65,152784.1,7737.88,1.6,1717.1,0.0,0.0,153284.4
407.75,152787.9,7737.88,1.6,1717.1,0.0,0.0,153284.4
407.86,152793.7,7737.88,1.6,1717.1,0.0,0.0,153284.4
407.97,152798.4,7737.88,1.6,1717.1,0.0,0.0,153284.4
408.07,152803.2,7737.88,1.6,1717.1,0.0,0.0,153284.4
408.17,152807.9,7737.88,1.6,1717.0,0.0,0.0,153284.4
408.28,152813.5,7737.88,1.6,1717.0,0.0,0.0,153284.4
408.39,152819.1,7737.88,1.6,1717.0,0.0,0.0,153284.4
408.50,152822.8,7737.88,1.6,1717.0,0.0,0.0,153284.4
408.60,152828.3,7737.88,1.6,1717.0,0.0,0.0,153284.4
408.71,152833.8,7737.88,1.5,1716.9,0.0,0.0,153284.4
408.82,152838.4,7737.88,1.5,1716.9,0.0,0.0,153284.4
408.93,152843.8,7737.88,1.5,1716.9,0.0,0.0,153284.4
409.03,152847.4,7737.88,1.5,1716.9,0.0,0.0,153284.4
409.13,152852.8,7737.88,1.5,1716.9,0.0,0.0,153284.4
409.23,152857.3,7737.88,1.5,1716.9,0.0,0.0,153284.4
409.34,152861.7,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.44,152866.1,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.55,152870.5,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.65,152874.9,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.76,152879.2,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.86,152884.4,7737.88,1.5,1716.8,0.0,0.0,153284.4
409.97,152888.7,7737.88,1.5,1716.7,0.0,0.0,153284.4
410.08,152893.8,7737.88,1.4,1716.7,0.0,0.0,153284.4
410.19,152898.1,7737.88,1.4,1716.7,0.0,0.0,153284.4
410.29,152902.3,7737.88,1.4,1716.7,0.0,0.0,153284.4
410.39,152906.5,7737.88,1.4,1716.7,0.0,0.0,153284.4
410.50,152911.5,7737.88,1.4,1716.7,0.0,0.0,153284.4
410.60,152915.6,7737.88,1.4,1716.6,0.0,0.0,153284.4
410.71,152920.6,7737.88,1.4,1716.6,0.0,0.0,153284.4
410.82,152924.7,7737.88,1.4,1716.6,0.0,0.0,153284.4
410.92,152928.8,7737.88,1.4,1716.6,0.0,0.0,153284.4
411.03,152933.6,7737.88,1.4,1716.6,0.0,0.0,153284.4
411.14,152937.6,7737.88,1.4,1716.6,0.0,0.0,153284.4
411.25,152942.4,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.35,152945.6,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.46,152949.6,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.57,152954.3,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.67,152958.2,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.78,152962.8,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.88,152966.7,7737.88,1.3,1716.5,0.0,0.0,153284.4
411.99,152970.5,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.09,152975.1,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.20,152978.8,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.31,152983.3,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.41,152987.1,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.52,152990.8,7737.88,1.3,1716.4,0.0,0.0,153284.4
412.62,152995.2,7737.88,1.2,1716.4,0.0,0.0,153284.4
412.73,152998.8,7737.88,1.2,1716.3,0.0,0.0,153284.4
412.84,153002.4,7737.88,1.2,1716.3,0.0,0.0,153284.4
412.94,153006.0,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.04,153009.6,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.15,153013.2,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.25,153017.4,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.35,153020.9,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.45,153023.7,7737.88,1.2,1716.3,0.0,0.0,153284.4
413.56,153027.9,7737.88,1.2,1716.2,0.0,0.0,153284.4
413.67,153031.3,7737.88,1.2,1716.2,0.0,0.0,153284.4
413.78,153035.4,7737.88,1.2,1716.2,0.0,0.0,153284.4
413.88,153038.8,7737.88,1.1,1716.2,0.0,0.0,153284.4
413.99,153042.2,7737.88,1.1,1716.2,0.0,0.0,153284.4
414.09,153045.5,7737.88,1.1,1716.2,0.0,0.0,153284.4
414.20,153049.5,7737.88,1.1,1716.2,0.0,0.0,153284.4
414.30,153052.8,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.41,153056.7,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.52,153059.9,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.63,153063.1,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.73,153066.9,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.84,153070.1,7737.88,1.1,1716.1,0.0,0.0,153284.4
414.94,153073.3,7737.88,1.1,1716.1,0.0,0.0,153284.4
415.05,153076.4,7737.88,1.1,1716.1,0.0,0.0,153284.4
415.16,153080.1,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.27,153083.1,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.37,153086.2,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.47,153089.2,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.58,153092.2,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.69,153095.8,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.79,153098.7,7737.88,1.0,1716.0,0.0,0.0,153284.4
415.89,153101.6,7737.88,1.0,1716.0,0.0,0.0,153284.4
416.00,153105.1,7737.88,1.0,1716.0,0.0,0.0,153284.4
416.10,153108.0,7737.88,1.0,1715.9,0.0,0.0,153284.4
416.21,153110.8,7737.88,1.0,1715.9,0.0,0.0,153284.4
416.31,153113.7,7737.88,1.0,1715.9,0.0,0.0,153284.4
416.41,153117.0,7737.88,1.0,1715.9,0.0,0.0,153284.4
416.52,153119.8,7737.88,0.9,1715.9,0.0,0.0,153284.4
416.62,153122.5,7737.88,0.9,1715.9,0.0,0.0,153284.4
416.73,153125.8,7737.88,0.9,1715.9,0.0,0.0,153284.4
416.84,153128.5,7737.88,0.9,1715.9,0.0,0.0,153284.4
416.95,153131.7,7737.88,0.9,1715.9,0.0,0.0,153284.4
417.05,153134.4,7737.88,0.9,1715.8,0.0,0.0,153284.4
417.15,153136.5,7737.88,0.9,1715.8,0.0,0.0,153284.4
417.26,153139.1,7737.88,0.9,1715.8,0.0,0.0,153284.4
417.37,153142.2,7737.88,0.9,1715.8,0.0,0.0,153284.4
417.48,153144.7,7737.88,0.9,1715.8,0.0,0.0,153284.4
417.58,153147.8,7737.88,0.9,1715.8,0.0,0.0,153284.4
